code|name|Group|Type|abu|air|besi|beta-karoten|energi|fosfor|kalium|kalsium|karbohidrat|karoten total|lemak|natrium|niasin|protein|retinol|riboflavin|seng|serat|tembaga|thiamin|vitamin c
GR025|Snakehead murrel fresh|Fish and Other Seafood|Raw|1.1 g|79.6 g|0.1 mg|0 mcg|80|139 mg|254.0 mg|170 mg|2.6 g|0 mcg|0.5 g|65 mg|0.1 mg|16.2 g|335 mcg|0.20 mg|0.4 mg|0.0 g|0.30 mg|0.40 mg|0 mg
GR026|Heu fish fresh|Fish and Other Seafood|Raw|6.2 g|75.6 g|2.1 mg|0 mcg|81|990 mg|210.0 mg|1910 mg|6.6 g|0 mcg|1.6 g|240 mg|0.2 mg|10.0 g|0 mcg|0 mg|2.7 mg|0 g|0.10 mg|0.87 mg|0 mg
GR027|Rohu fish fresh|Fish and Other Seafood|Raw|1.1 g|78.2 g|0.4 mg|0 mcg|101|140 mg|210.0 mg|50 mg|6.7 g|0 mcg|3.7 g|70 mg|0.1 mg|10.3 g|67 mcg|0.10 mg|0.4 mg|0.0 g|0 mg|0.00 mg|0 mg
GR028|Shark fresh|Fish and Other Seafood|Raw|1.1 g|85.7 g|2.0 mg|0 mcg|57|206 mg|0 mg|75 mg|2.2 g|0 mcg|0.3 g|0 mg|0 mg|10.7 g|0 mcg|0 mg|0 mg|0.0 g|0.02 mg|0.05 mg|0 mg
GR029|Neddlefish fresh|Fish and Other Seafood|Raw|1.2 g|80.7 g|1.7 mg|0 mcg|77|170 mg|0 mg|94 mg|1.6 g|0 mcg|0.9 g|0 mg|0 mg|15.6 g|18 mcg|0 mg|0 mg|0.0 g|0 mg|0.07 mg|0 mg
GR030|Snapper fresh|Fish and Other Seafood|Raw|2.3 g|77.0 g|1.0 mg|0 mcg|92|200 mg|0 mg|20 mg|0.0 g|0 mcg|0.7 g|0 mg|0 mg|20.0 g|9 mcg|0 mg|0 mg|0.0 g|0 mg|0.05 mg|0 mg
GR031|Parrot fish fresh|Fish and Other Seafood|Raw|1.3 g|79.7 g|0.4 mg|0 mcg|82|160 mg|300.0 mg|20 mg|6.4 g|0 mcg|1.2 g|90 mg|0.2 mg|11.4 g|18 mcg|0 mg|0.3 mg|0 g|0.10 mg|0 mg|0 mg
GR032|Cyprinid freshwater fish fresh|Fish and Other Seafood|Raw|1.3 g|80.3 g|0.9 mg|0 mcg|77|248 mg|334.0 mg|182 mg|1.3 g|0 mcg|0.7 g|40 mg|1.9 mg|16.4 g|0 mcg|0.15 mg|0.8 mg|0.0 g|0.70 mg|0.16 mg|0 mg
GR033|Kamera fish fresh|Fish and Other Seafood|Raw|1.3 g|78.5 g|0.3 mg|0 mcg|86|170 mg|290.0 mg|50 mg|0.0 g|0 mcg|0.8 g|90 mg|0.1 mg|19.7 g|26 mcg|0.08 mg|0.1 mg|0.0 g|0.30 mg|0 mg|0 mg
GR034|Malay combtail fresh|Fish and Other Seafood|Raw|1.3 g|74.2 g|1.2 mg|0 mcg|132|272 mg|229.0 mg|151 mg|0.8 g|0 mcg|6.7 g|78 mg|0 mg|17.0 g|0 mcg|0.03 mg|0.7 mg|0.0 g|0.90 mg|0.07 mg|0 mg
GR035|Mackerel tuna fresh|Fish and Other Seafood|Raw|1.7 g|76.1 g|1.5 mg|0 mcg|110|300 mg|300.0 mg|80 mg|5.4 g|0 mcg|4.2 g|340 mg|0.2 mg|12.6 g|146 mcg|0 mg|1.4 mg|0 g|0.20 mg|0 mg|0 mg
GR036|Indian mackerel mackerel fresh|Fish and Other Seafood|Raw|3.4 g|77.2 g|2.4 mg|0 mcg|93|217 mg|255.3 mg|65 mg|0.8 g|0 mcg|2.1 g|137 mg|1.6 mg|16.5 g|0 mcg|0.09 mg|0.7 mg|0.0 g|0.34 mg|0.01 mg|0 mg
GR037|Snail fresh|Fish and Other Seafood|Raw|1.2 g|82.1 g|2.0 mg|0 mcg|70|72 mg|101.0 mg|53 mg|5.2 g|0 mcg|0.7 g|342 mg|5.8 mg|10.8 g|401 mcg|0.05 mg|0.5 mg|0 g|0.50 mg|0.22 mg|0 mg
GR038|Crab fresh|Fish and Other Seafood|Raw|9.2 g|65.0 g|0.0 mg|0 mcg|161|237 mg|0 mg|70 mg|2.4 g|0 mcg|11.5 g|0 mg|0 mg|11.9 g|0 mcg|0 mg|0 mg|0.0 g|0 mg|0.05 mg|0 mg
GR039|Clam fresh|Fish and Other Seafood|Raw|2.3 g|74.0 g|2.0 mg|0 mcg|109|150 mg|0 mg|50 mg|0.0 g|0 mcg|1.7 g|0 mg|0 mg|22.0 g|45 mcg|0 mg|0 mg|0.0 g|0 mg|0.05 mg|0 mg
GR040|Pufferfish fresh|Fish and Other Seafood|Raw|0.5 g|80.1 g|2.2 mg|0 mcg|82|229 mg|0 mg|48 mg|0.4 g|0 mcg|1.0 g|0 mg|0 mg|18.0 g|4 mcg|0 mg|0 mg|0.0 g|0 mg|0.04 mg|0 mg
GR041|Large saltwater clam fresh|Fish and Other Seafood|Raw|1.1 g|77.6 g|0.7 mg|0 mcg|90|270 mg|281.0 mg|88 mg|0.0 g|0 mcg|0.9 g|56 mg|0.2 mg|20.4 g|1047 mcg|0.03 mg|0.9 mg|0 g|0.30 mg|0.32 mg|0 mg
GR042|Frog fresh|Fish and Other Seafood|Raw|1.0 g|76.0 g|1.0 mg|0 mcg|112|100 mg|0 mg|20 mg|0.0 g|0 mcg|3.0 g|0 mg|0 mg|20.0 g|30 mcg|0 mg|0 mg|0.0 g|0 mg|0.05 mg|0 mg
GR043|Turtle fresh|Fish and Other Seafood|Raw|0.9 g|78.3 g|2.0 mg|0 mcg|104|143 mg|0 mg|30 mg|2.0 g|0 mcg|3.2 g|0 mg|0 mg|15.6 g|33 mcg|0 mg|0 mg|0.0 g|0 mg|0.03 mg|0 mg
GR044|Athlantic threadfin fresh|Fish and Other Seafood|Raw|1.5 g|75.6 g|0.5 mg|0 mcg|99|330 mg|282.0 mg|164 mg|0.9 g|0 mcg|1.4 g|76 mg|0.5 mg|20.6 g|661 mcg|0.02 mg|0.9 mg|0 g|0.20 mg|0.30 mg|0 mg
GR045|Catfish fresh|Fish and Other Seafood|Raw|1.3 g|75.0 g|1.6 mg|0 mcg|115|190 mg|240.0 mg|60 mg|4.4 g|0 mcg|4.0 g|120 mg|0.1 mg|15.3 g|0 mcg|0.10 mg|1.0 mg|0.0 g|0.20 mg|0.20 mg|0 mg
GR046|Indian scad fresh|Fish and Other Seafood|Raw|2.0 g|80.0 g|2.0 mg|8 mcg|86|150 mg|276.7 mg|20 mg|0.0 g|0 mcg|2.0 g|65 mg|2.6 mg|16.0 g|45 mcg|0.10 mg|1.1 mg|0.0 g|0.10 mg|0.05 mg|0 mg
GR047|Largehead hairtail fresh|Fish and Other Seafood|Raw|1.5 g|78.2 g|2.5 mg|0 mcg|97|100 mg|0 mg|40 mg|0.4 g|0 mcg|2.0 g|0 mg|0 mg|17.9 g|21 mcg|0 mg|0 mg|0.0 g|0 mg|0.10 mg|0 mg
GR048|Indian mackerel fresh|Fish and Other Seafood|Raw|1.1 g|79.7 g|1.5 mg|3 mcg|89|209 mg|265.8 mg|96 mg|0.0 g|5 mcg|1.0 g|51 mg|2.0 mg|18.7 g|6 mcg|0.10 mg|0.2 mg|0.0 g|0.00 mg|0.03 mg|0 mg
GR049|Bali sardinella fresh|Fish and Other Seafood|Raw|2.4 g|65.3 g|1.6 mg|0 mcg|154|244 mg|488.0 mg|80 mg|10.5 g|0 mcg|5.0 g|421 mg|9.6 mg|16.8 g|0 mcg|0.15 mg|1.2 mg|0 g|0.20 mg|0.47 mg|0 mg
GR050|Tonguefish fresh|Fish and Other Seafood|Raw|1.7 g|71.4 g|0.8 mg|0 mcg|125|69 mg|245.0 mg|136 mg|2.2 g|0 mcg|3.4 g|214 mg|0.2 mg|21.3 g|0 mcg|0.03 mg|1.1 mg|0 g|0.20 mg|0.26 mg|0 mg
GR051|Mangrove clam fresh|Fish and Other Seafood|Raw|1.0 g|58.0 g|1.0 mg|0 mcg|303|200 mg|0 mg|20 mg|0.0 g|0 mcg|27.0 g|43 mg|0 mg|14.0 g|485 mcg|0 mg|0 mg|0.0 g|0 mg|0.10 mg|2 mg
GR052|Mackerel scad fresh|Fish and Other Seafood|Raw|1.2 g|75.0 g|1.5 mg|0 mcg|120|436 mg|169.0 mg|329 mg|4.6 g|0 mcg|4.9 g|240 mg|3.1 mg|14.3 g|0 mcg|0.05 mg|1.1 mg|0.0 g|0.80 mg|0.00 mg|0 mg
GR053|Red mamar fish fresh|Fish and Other Seafood|Raw|0.9 g|74.4 g|1.6 mg|7 mcg|132|173 mg|346.0 mg|31 mg|1.1 g|0 mcg|6.6 g|77 mg|1.7 mg|17.0 g|0 mcg|0.03 mg|0.8 mg|0.0 g|0.70 mg|0.20 mg|0 mg
GR054|European carp fresh|Fish and Other Seafood|Raw|1.4 g|68.3 g|1.3 mg|0 mcg|147|230 mg|380.0 mg|80 mg|2.6 g|0 mcg|5.2 g|0 mg|0 mg|22.5 g|89 mcg|0 mg|0.7 mg|0 g|0.20 mg|0 mg|0 mg
GR055|Catfish fresh|Fish and Other Seafood|Raw|1.2 g|81.1 g|0.0 mg|0 mcg|76|166 mg|325.0 mg|28 mg|2.2 g|0 mcg|1.1 g|0 mg|0 mg|14.4 g|0 mcg|0.11 mg|0.6 mg|0 g|0.10 mg|0.31 mg|0 mg
GR056|Tilapia fresh|Fish and Other Seafood|Raw|3.0 g|74.8 g|1.9 mg|0 mcg|113|646 mg|182.0 mg|642 mg|3.4 g|0 mcg|4.9 g|51 mg|1.8 mg|13.9 g|0 mcg|0.02 mg|3.6 mg|0.0 g|0.80 mg|0.21 mg|0 mg
GR057|Nasu metti fish fresh|Fish and Other Seafood|Raw|2.2 g|72.7 g|1.3 mg|0 mcg|109|597 mg|227.0 mg|95 mg|3.4 g|0 mcg|1.8 g|266 mg|4.4 mg|19.9 g|195 mcg|0.03 mg|2.0 mg|0.0 g|0.30 mg|0.26 mg|0 mg
GR058|Paling fish fresh|Fish and Other Seafood|Raw|3.6 g|75.4 g|0.5 mg|0 mcg|100|179 mg|392.6 mg|40 mg|0.0 g|0 mcg|2.2 g|43 mg|3.4 mg|18.8 g|45 mcg|0.20 mg|0.3 mg|0.0 g|0.10 mg|0.37 mg|0 mg
GR059|The climbing perch fresh|Fish and Other Seafood|Raw|0.8 g|78.8 g|2.1 mg|0 mcg|84|171 mg|198.0 mg|68 mg|4.7 g|0 mcg|0.6 g|211 mg|1.9 mg|15.2 g|0 mcg|0.03 mg|0.6 mg|0.0 g|0.70 mg|0.16 mg|0 mg
GR060|Pangasius fish fresh|Fish and Other Seafood|Raw|11.6 g|71.3 g|3.0 mg|0 mcg|81|174 mg|245.9 mg|118 mg|3.8 g|0 mcg|1.9 g|46 mg|3.2 mg|11.4 g|15 mcg|0.40 mg|1.5 mg|0.0 g|0.00 mg|0.00 mg|0 mg
GR061|Pomo fish fresh|Fish and Other Seafood|Raw|1.1 g|75.5 g|1.2 mg|0 mcg|111|174 mg|197.0 mg|86 mg|6.7 g|0 mcg|3.4 g|91 mg|0.2 mg|13.3 g|309 mcg|0.10 mg|0.6 mg|0 g|0.00 mg|1.03 mg|0 mg
GR062|Bagrid catfish fresh|Fish and Other Seafood|Raw|1.8 g|77.4 g|0.0 mg|0 mcg|88|223 mg|364.0 mg|221 mg|4.1 g|0 mcg|0.9 g|24 mg|1.6 mg|15.9 g|0 mcg|0.25 mg|0.7 mg|0.0 g|0.40 mg|0.20 mg|0 mg
GR063|Blue crab fresh|Fish and Other Seafood|Raw|0.8 g|76.7 g|0.3 mg|0 mcg|96|129 mg|154.0 mg|9 mg|2.0 g|0 mcg|1.1 g|43 mg|1.7 mg|19.5 g|0 mcg|0.02 mg|0.5 mg|0.0 g|0.10 mg|0.15 mg|0 mg
GR064|Rebon small shrimp fresh|Fish and Other Seafood|Raw|1.7 g|75.3 g|0.2 mg|0 mcg|95|354 mg|294.0 mg|503 mg|6.5 g|0 mcg|0.7 g|58 mg|1.9 mg|15.8 g|0 mcg|0.02 mg|1.2 mg|0.0 g|1.60 mg|0.18 mg|0 mg
GR065|Seluang fish fresh|Fish and Other Seafood|Raw|4.0 g|65.0 g|2.0 mg|0 mcg|204|200 mg|291.0 mg|20 mg|0.0 g|0 mcg|15.0 g|341 mg|5.6 mg|16.0 g|30 mcg|0.00 mg|2.6 mg|0.0 g|0.40 mg|0.05 mg|0 mg
GR066|Sardine fresh|Fish and Other Seafood|Raw|0.9 g|78.9 g|0.0 mg|0 mcg|101|163 mg|320.0 mg|32 mg|1.0 g|0 mcg|4.1 g|50 mg|1.5 mg|15.1 g|0 mcg|0.05 mg|0.6 mg|0.0 g|0.70 mg|0.02 mg|0 mg
GR067|Blackbanded trevally fresh|Fish and Other Seafood|Raw|1.6 g|76.1 g|0.6 mg|0 mcg|98|190 mg|320.0 mg|90 mg|1.0 g|0 mcg|1.7 g|90 mg|0.1 mg|19.6 g|39 mcg|0.10 mg|0.5 mg|0.0 g|0.10 mg|0.00 mg|0 mg
GR068|Snakeskin gourami fresh|Fish and Other Seafood|Raw|4.2 g|80.0 g|3.9 mg|0 mcg|74|253 mg|126.1 mg|972 mg|4.1 g|28 mcg|1.4 g|554 mg|1.9 mg|10.3 g|13 mcg|0.10 mg|0.2 mg|0.0 g|305.20 mg|0.24 mg|0 mg
GR069|Bicolour eel fresh|Fish and Other Seafood|Raw|1.1 g|78.8 g|1.8 mg|0 mcg|82|130 mg|275.0 mg|145 mg|2.3 g|0 mcg|0.4 g|110 mg|1.5 mg|17.4 g|581 mcg|0.03 mg|0.8 mg|0.0 g|0.10 mg|0.64 mg|0 mg
GR070|Leopard coral grouper fresh|Fish and Other Seafood|Raw|2.1 g|74.7 g|1.7 mg|0 mcg|100|606 mg|227.0 mg|92 mg|8.0 g|0 mcg|1.5 g|202 mg|6.6 mg|13.7 g|181 mcg|0.03 mg|1.6 mg|0.0 g|0.20 mg|0.35 mg|0 mg
GR071|Giant snakehead fresh|Fish and Other Seafood|Raw|2.1 g|76.9 g|0.8 mg|0 mcg|96|340 mg|300.0 mg|340 mg|0.2 g|0 mcg|2.0 g|370 mg|0 mg|19.2 g|26 mcg|0 mg|2.0 mg|0 g|0.10 mg|0 mg|0 mg
GR072|Sale fish fresh|Fish and Other Seafood|Raw|4.0 g|81.0 g|1.7 mg|244 mcg|64|78 mg|0 mg|217 mg|2.0 g|0 mcg|1.0 g|231 mg|0 mg|12.0 g|0 mcg|0 mg|0.1 mg|0.0 g|0.37 mg|0 mg|0 mg
GR073|Tarmon fish fresh|Fish and Other Seafood|Raw|0.2 g|68.1 g|1.1 mg|0 mcg|151|250 mg|0 mg|210 mg|14.1 g|0 mcg|3.8 g|0 mg|0 mg|13.8 g|61 mcg|0 mg|0 mg|0.0 g|0 mg|0.05 mg|0 mg
GR074|Spiny eel fresh|Fish and Other Seafood|Raw|0.9 g|78.2 g|15.6 mg|0 mcg|101|270 mg|0 mg|321 mg|3.9 g|0 mcg|2.6 g|0 mg|0 mg|14.4 g|0 mcg|0 mg|0 mg|0.0 g|0 mg|0.01 mg|0 mg
GR075|Goldstripe sardinella fresh|Fish and Other Seafood|Raw|1.4 g|81.9 g|1.1 mg|0 mcg|73|147 mg|0 mg|18 mg|0.0 g|0 mcg|0.3 g|0 mg|0 mg|16.4 g|0 mcg|0 mg|0 mg|0.0 g|0 mg|0.14 mg|0 mg
GR076|Wallago catfish segar|Fish and Other Seafood|Raw|0.7 g|80.0 g|0.7 mg|0 mcg|83|87 mg|0 mg|27 mg|0.0 g|0 mcg|0.2 g|0 mg|0 mg|19.1 g|0 mcg|0 mg|0 mg|0.0 g|0 mg|0.20 mg|0 mg
GR077|Flying fish fresh|Fish and Other Seafood|Raw|0.9 g|79.9 g|1.0 mg|0 mcg|87|136 mg|0 mg|75 mg|1.0 g|0 mcg|2.2 g|0 mg|0 mg|16.0 g|6 mcg|0 mg|0 mg|0.0 g|0 mg|0.04 mg|0 mg
GR078|Anchovy fresh|Fish and Other Seafood|Raw|1.3 g|80.9 g|10.9 mg|0 mcg|217|390 mg|7.0 mg|20 mg|5.1 g|0 mcg|1.7 g|3 mg|0 mg|11.0 g|0 mcg|0.07 mg|2.7 mg|0 g|0.20 mg|0.45 mg|0 mg
GR079|Spotted scat fresh|Fish and Other Seafood|Raw|2.7 g|80.2 g|2.2 mg|40 mcg|76|214 mg|192.0 mg|721 mg|2.4 g|0 mcg|2.0 g|69 mg|0.2 mg|12.1 g|599 mcg|0.25 mg|2.9 mg|0.0 g|1.70 mg|0.20 mg|0 mg
GR080|Mackerel tuna fresh|Fish and Other Seafood|Raw|2.9 g|79.0 g|2.2 mg|0 mcg|81|292 mg|202.9 mg|757 mg|0.7 g|0 mcg|1.2 g|169 mg|2.4 mg|16.2 g|18 mcg|0.10 mg|1.2 mg|0.0 g|0.70 mg|0.04 mg|0 mg
GR081|Turi fish fresh|Fish and Other Seafood|Raw|16.3 g|58.5 g|7.1 mg|0 mcg|110|348 mg|0 mg|479 mg|11.7 g|0 mcg|2.0 g|0 mg|0 mg|11.5 g|0 mcg|0 mg|0 mg|0.0 g|0 mg|0.04 mg|0 mg
GR082|Tiger prawn giant fresh|Fish and Other Seafood|Raw|1.2 g|79.0 g|0.7 mg|3 mcg|81|167 mg|132.0 mg|87 mg|3.0 g|0 mcg|0.3 g|95 mg|2.9 mg|16.5 g|0 mcg|0.03 mg|1.2 mg|0.0 g|0.70 mg|0.24 mg|0 mg
GR083|Giant freshwater prawn fresh|Fish and Other Seafood|Raw|1.3 g|85.5 g|0.3 mg|0 mcg|56|20 mg|210.0 mg|30 mg|1.2 g|0 mcg|0.6 g|190 mg|0.1 mg|11.4 g|0 mcg|0.00 mg|0.8 mg|0.0 g|0.40 mg|0.14 mg|0 mg
GR084|Prawn fresh|Fish and Other Seafood|Raw|3.7 g|75.0 g|8.0 mg|4 mcg|91|170 mg|222.4 mg|136 mg|0.1 g|0 mcg|0.2 g|178 mg|3.7 mg|21.0 g|18 mcg|0.40 mg|1.3 mg|0.0 g|0.30 mg|0.01 mg|0 mg
HP001|Chicken egg omelette dish|Eggs|Processed/Products|1.0 g|61.9 g|2.5 mg|0 mcg|251|250 mg|0 mg|62 mg|1.4 g|221 mcg|19.4 g|0 mg|0 mg|16.3 g|36 mcg|0.00 mg|0 mg|0.0 g|0 mg|0.21 mg|0 mg
HP002|Duck egg salted raw|Eggs|Processed/Products|2.2 g|66.5 g|1.8 mg|13 mcg|179|157 mg|140.1 mg|120 mg|4.4 g|0 mcg|13.3 g|483 mg|0.6 mg|13.6 g|253 mcg|0.98 mg|0 mg|0.0 g|0 mg|0.28 mg|0 mg
HP003|Duck egg omelette dish|Eggs|Processed/Products|1.2 g|55.1 g|9.2 mg|0 mcg|301|600 mg|0 mg|71 mg|0.0 g|613 mcg|23.7 g|0 mg|0 mg|20.0 g|122 mcg|0 mg|0 mg|0.0 g|0 mg|0.35 mg|0 mg
HP004|Fish egg salted raw|Eggs|Processed/Products|5.7 g|37.8 g|15.1 mg|0 mcg|358|311 mg|59.0 mg|48 mg|9.4 g|0 mcg|26.4 g|2684 mg|2.1 mg|20.7 g|1866 mcg|0.54 mg|3.0 mg|0.0 g|0.40 mg|0.21 mg|0 mg
HP005|Bayau mi balu dish|Eggs|Processed/Products|0.9 g|36.1 g|0 mg|89 mcg|313|0 mg|0 mg|0 mg|44.8 g|0 mcg|12.2 g|0 mg|9.7 mg|6.0 g|783 mcg|0.27 mg|0 mg|0 g|0 mg|0.14 mg|0 mg
HP006|Cucuru bayau dish|Eggs|Processed/Products|1.2 g|35.0 g|0 mg|123 mcg|349|0 mg|0 mg|0 mg|38.3 g|0 mcg|18.7 g|0 mg|0.0 mg|6.8 g|0 mcg|0.25 mg|0 mg|0 g|0 mg|0.06 mg|0 mg
HP007|Egg kalio dish|Eggs|Processed/Products|1.4 g|79.0 g|3.8 mg|0 mcg|193|246 mg|0 mg|148 mg|9.7 g|3600 mcg|12.4 g|540 mg|0 mg|10.6 g|160 mcg|0 mg|0 mg|0 g|0 mg|0.44 mg|0 mg
HR001|Free-range egg fresh|Eggs|Raw|0.9 g|73.1 g|4.9 mg|23 mcg|174|268 mg|141.0 mg|68 mg|1.2 g|125 mcg|14.0 g|190 mg|0.2 mg|10.8 g|203 mcg|0.62 mg|1.5 mg|0.0 g|0.60 mg|0.78 mg|0 mg
HR002|Caged egg fresh|Eggs|Raw|0.8 g|74.3 g|3.0 mg|22 mcg|154|258 mg|118.5 mg|86 mg|0.7 g|104 mcg|10.8 g|142 mg|0.2 mg|12.4 g|61 mcg|0.38 mg|1.0 mg|0.0 g|0.16 mg|0.12 mg|0 mg
HR003|Caged egg yolk fresh|Eggs|Raw|1.7 g|49.4 g|7.2 mg|63 mcg|355|586 mg|107.5 mg|147 mg|0.7 g|0 mcg|31.9 g|111 mg|0.2 mg|16.3 g|606 mcg|0.51 mg|2.5 mg|0.0 g|0.20 mg|0.27 mg|0 mg
HR004|Caged egg white (albumen) fresh|Eggs|Raw|0.6 g|87.8 g|0.2 mg|0 mcg|50|17 mg|138.5 mg|6 mg|0.8 g|0 mcg|0.0 g|164 mg|0.4 mg|10.8 g|0 mcg|0.26 mg|0.4 mg|0.0 g|0.03 mg|0.00 mg|0 mg
HR005|Alabio duck egg fresh|Eggs|Raw|1.0 g|70.0 g|6.0 mg|437 mcg|187|268 mg|80.0 mg|60 mg|3.0 g|0 mcg|14.2 g|115 mg|0.1 mg|11.8 g|180 mcg|0.37 mg|1.7 mg|0.0 g|0.60 mg|1.55 mg|0 mg
HR006|Duck egg yolk fresh|Eggs|Raw|0.2 g|47.0 g|7.0 mg|747 mcg|386|400 mg|90.7 mg|150 mg|0.8 g|0 mcg|35.0 g|106 mg|1.4 mg|17.0 g|870 mcg|0.68 mg|2.5 mg|0.0 g|0.09 mg|0.60 mg|0 mg
HR007|Duck egg white (albumen) fresh|Eggs|Raw|0.2 g|88.0 g|0.1 mg|0 mcg|54|20 mg|150.2 mg|21 mg|0.8 g|0 mcg|0.0 g|184 mg|0.1 mg|11.0 g|0 mcg|0.02 mg|0.1 mg|0.0 g|0.13 mg|0.01 mg|0 mg
HR008|Domestic duck egg fresh|Eggs|Raw|1.1 g|67.7 g|5.4 mg|471 mcg|187|295 mg|146.0 mg|64 mg|7.9 g|375 mcg|12.4 g|209 mg|0.1 mg|10.9 g|378 mcg|0.03 mg|1.8 mg|0.0 g|0.40 mg|1.62 mg|0 mg
HR009|Maleo egg fresh|Eggs|Raw|0.8 g|36.0 g|4.3 mg|0 mcg|436|120 mg|333.0 mg|154 mg|0.4 g|0 mcg|36.3 g|77 mg|0.2 mg|26.5 g|3987 mcg|1.00 mg|2.9 mg|0 g|0.40 mg|0 mg|0 mg
HR010|Turtle egg fresh|Eggs|Raw|1.2 g|7.4 g|3.4 mg|17 mcg|136|282 mg|115.0 mg|66 mg|2.7 g|0 mcg|10.1 g|478 mg|0.0 mg|8.6 g|82 mcg|0.02 mg|1.4 mg|0.0 g|0.50 mg|0.21 mg|0 mg
HR011|Quail egg fresh|Eggs|Raw|0.9 g|79.8 g|3.5 mg|80 mcg|116|191 mg|11.0 mg|65 mg|1.6 g|0 mcg|7.0 g|111 mg|0.1 mg|10.7 g|95 mcg|0.65 mg|1.2 mg|0.0 g|0.05 mg|0.13 mg|0 mg
JP001|Ice cream|Milk and Dairy Products|Processed/Products|0.8 g|62.1 g|0.1 mg|0 mcg|210|99 mg|193.4 mg|123 mg|20.6 g|0 mcg|12.5 g|78 mg|0.1 mg|4.0 g|158 mcg|0.23 mg|0.7 mg|0.0 g|0.00 mg|0.04 mg|1 mg
JP002|Hangop|Milk and Dairy Products|Processed/Products|1.5 g|84.0 g|0.2 mg|22 mcg|65|190 mg|374.4 mg|180 mg|3.5 g|0 mcg|1.0 g|126 mg|0.2 mg|10.0 g|0 mcg|0.43 mg|0 mg|0.0 g|0.00 mg|0.03 mg|0 mg
JP003|Cheese|Milk and Dairy Products|Processed/Products|5.3 g|38.5 g|1.5 mg|128 mcg|326|338 mg|82.7 mg|777 mg|13.1 g|0 mcg|20.3 g|1410 mg|0.1 mg|22.8 g|227 mcg|0.37 mg|3.1 mg|0.0 g|0.03 mg|0.01 mg|1 mg
JP004|Quark|Milk and Dairy Products|Processed/Products|2.0 g|59.0 g|0.5 mg|0 mcg|242|350 mg|72.7 mg|300 mg|3.0 g|0 mcg|17.0 g|37 mg|0.0 mg|19.0 g|173 mcg|0.38 mg|0.2 mg|0.0 g|0.01 mg|0.03 mg|0 mg
JP005|Sour milk for baby powder|Milk and Dairy Products|Processed/Products|4.0 g|2.5 g|7.0 mg|83 mcg|418|600 mg|486.5 mg|800 mg|65.5 g|0 mcg|9.0 g|188 mg|0.7 mg|19.0 g|303 mcg|1.31 mg|0.0 mg|0.0 g|0.00 mg|1.00 mg|30 mg
JP006|Powdered milk|Milk and Dairy Products|Processed/Products|5.7 g|3.5 g|0.6 mg|118 mcg|513|694 mg|1330.0 mg|904 mg|36.2 g|0 mcg|30.0 g|380 mg|1.6 mg|24.6 g|476 mcg|1.39 mg|4.1 mg|0.0 g|0.02 mg|0.29 mg|6 mg
JP007|Sweetened condensed milk|Milk and Dairy Products|Processed/Products|1.8 g|25.0 g|0.2 mg|46 mcg|343|209 mg|320.0 mg|275 mg|55.0 g|0 mcg|10.0 g|150 mg|0.4 mg|8.2 g|155 mcg|0.43 mg|1.0 mg|0.0 g|0.02 mg|0.05 mg|1 mg
JP008|Unsweetened condensed milk|Milk and Dairy Products|Processed/Products|1.5 g|73.7 g|0.2 mg|0 mcg|138|195 mg|303.0 mg|243 mg|9.9 g|0 mcg|7.9 g|140 mg|0.0 mg|7.0 g|121 mcg|0 mg|0 mg|0 g|0 mg|0.05 mg|1 mg
JP009|Skimmed milk powder|Milk and Dairy Products|Processed/Products|7.9 g|3.5 g|0.6 mg|10 mcg|359|1030 mg|1745.0 mg|1300 mg|52.0 g|0 mcg|1.0 g|470 mg|1.2 mg|35.6 g|0 mcg|1.05 mg|4.1 mg|0.0 g|0.04 mg|0.35 mg|7 mg
JP010|Skimmed milk fresh|Milk and Dairy Products|Processed/Products|0.8 g|90.5 g|0.1 mg|0 mcg|36|97 mg|0 mg|123 mg|5.1 g|0 mcg|0.1 g|38 mg|0 mg|3.5 g|0 mcg|0 mg|0 mg|0 g|0 mg|0.04 mg|1 mg
JP011|Yoghurt fresh|Milk and Dairy Products|Processed/Products|2.2 g|88.0 g|0.1 mg|10 mcg|52|90 mg|299.0 mg|120 mg|4.0 g|0 mcg|2.5 g|40 mg|0.2 mg|3.3 g|22 mcg|0.10 mg|0.6 mg|0.0 g|0.01 mg|0.04 mg|0 mg
JR001|Cream fresh|Milk and Dairy Products|Raw|0.9 g|72.5 g|0.1 mg|191 mcg|204|77 mg|0 mg|97 mg|4.0 g|0 mcg|20.0 g|0 mg|0.1 mg|2.6 g|252 mcg|0.20 mg|0 mg|0.0 g|0 mg|0.03 mg|1 mg
JR002|Breastmilk|Milk and Dairy Products|Raw|0.2 g|88.1 g|0.2 mg|7 mcg|62|20 mg|41.0 mg|34 mg|7.0 g|0 mcg|3.2 g|15 mg|0.2 mg|1.5 g|0 mcg|0.03 mg|0.4 mg|0.0 g|0.01 mg|0.01 mg|0 mg
JR003|Goat milk fresh|Milk and Dairy Products|Raw|0.9 g|85.9 g|2.7 mg|0 mcg|64|78 mg|160.0 mg|98 mg|6.6 g|0 mcg|2.3 g|35 mg|0.3 mg|4.3 g|38 mcg|0.45 mg|0.1 mg|0.0 g|0.33 mg|0.06 mg|1 mg
